Player	Team	PS	GP	Min	FGM	FGA	3M	3A	FTM	FTA	OR	TR	AS	ST	TO	BK	PF	DQ	PTS	TC	EJ	FF	Sta
"holiday,justin"	atl	SG	26	263	24	73	10	45	5	10	4	27	11	13	13	4	21	0	63	0	0	0	1
"holiday,justin"	chi	SG	27	507	64	155	26	60	22	27	8	63	45	19	26	15	40	0	176	0	0	0	4
"holiday,justin"	tot	SG	53	770	88	228	36	105	27	37	12	90	56	32	39	19	61	0	239	0	0	0	5
"hollins,ryan"	mem	C	32	414	45	72	0	0	26	42	40	87	10	6	21	20	58	0	116	1	0	0	9
"hollins,ryan"	was	C	5	48	4	7	0	0	0	0	7	11	0	0	3	1	4	0	8	0	0	0	3
"hollins,ryan"	tot	C	37	462	49	79	0	0	26	42	47	98	10	6	24	21	62	0	124	1	0	0	12
hollis-jefferson	bro	SF	29	614	63	138	4	14	37	52	39	154	43	39	26	16	61	0	167	0	0	0	17
"holmes,richaun"	phi	PF	51	702	114	222	8	44	51	74	62	135	33	19	32	40	92	0	287	0	0	0	1
"hood,rodney"	uta	SG	79	2545	408	972	161	449	172	200	38	267	213	73	125	16	202	3	1149	1	0	0	79
"horford,al"	atl	PF	82	2638	529	1049	88	257	103	129	148	597	263	67	107	122	163	0	1249	1	0	0	82
"howard,dwight"	hou	C	71	2281	372	601	0	6	232	474	238	835	98	69	166	113	219	5	976	12	0	0	71
"huertas,marcelo"	lal	PG	53	866	97	230	16	61	27	29	18	90	182	26	80	7	76	0	237	0	0	0	0
"huestis,josh"	okl	SF	5	55	5	12	4	6	0	4	2	10	0	1	3	2	3	0	14	0	0	0	0
"humphries,kris"	atl	PF	21	294	47	101	8	31	32	45	20	71	13	10	14	8	44	1	134	0	0	0	0
"humphries,kris"	pho	PF	4	74	10	36	3	10	6	8	11	32	7	3	4	2	8	0	29	0	0	0	3
"humphries,kris"	was	PF	28	468	64	158	23	67	29	31	26	115	16	3	20	14	42	0	180	0	0	0	14
"humphries,kris"	tot	PF	53	836	121	295	34	108	67	84	57	218	36	16	38	24	94	1	343	0	0	0	17
"hunter,r.j."	bos	SG	36	319	36	98	19	63	6	7	2	37	13	14	11	4	29	0	97	0	0	0	0
"ibaka,serge"	okl	PF	78	2504	416	869	60	184	91	121	139	531	66	38	108	148	211	1	983	6	0	0	78
"iguodala,andre"	gsw	SG	65	1736	176	368	54	154	51	83	52	263	219	73	79	19	102	0	457	1	0	0	1
"ilyasova,ersan"	det	PF	52	1435	216	508	78	215	79	109	99	282	55	38	59	27	120	0	589	0	0	0	52
"ilyasova,ersan"	orl	PF	22	447	64	153	18	43	32	45	45	121	12	14	12	6	51	2	178	0	0	0	4
"ilyasova,ersan"	tot	PF	74	1882	280	661	96	258	111	154	144	403	67	52	71	33	171	2	767	0	0	0	56
"ingles,joe"	uta	SF	81	1241	124	291	81	210	13	18	19	151	96	55	65	4	98	0	342	1	0	0	2
"inglis,damien"	mil	SF	20	159	13	37	3	13	7	8	2	31	10	6	11	3	11	0	36	0	0	0	1
"irving,kyrie"	cle	PG	53	1665	394	879	84	260	169	191	43	156	249	56	124	18	107	0	1041	0	0	0	53
"jack,jarrett"	bro	PG	32	1027	140	358	31	102	100	112	8	135	236	34	94	7	77	0	411	4	0	0	32
"jackson,reggie"	det	PG	79	2424	540	1244	118	335	291	337	58	253	492	59	223	11	187	0	1489	4	0	0	79
"james,lebron"	cle	SF	76	2710	737	1416	87	282	359	491	111	565	512	104	249	49	143	0	1920	3	0	0	76
"jefferson,al"	cha	C	47	1096	245	505	0	0	72	111	57	301	70	30	34	41	117	1	562	0	0	0	18
"jefferson,cory"	pho	PF	8	52	9	22	0	1	4	6	6	16	0	0	0	1	8	0	22	0	0	0	0
"jefferson,richar"	cle	SF	74	1326	143	312	66	173	58	87	15	128	59	33	43	14	129	0	410	1	0	0	5
"jenkins,john"	dal	SG	21	192	29	70	3	19	8	9	4	22	9	3	11	0	11	0	69	0	0	0	1
"jenkins,john"	pho	SG	22	282	41	88	13	32	12	15	4	34	26	5	15	1	11	0	107	0	0	0	2
"jenkins,john"	tot	SG	43	474	70	158	16	51	20	24	8	56	35	8	26	1	22	0	176	0	0	0	3
"jennings,brandon"	det	PG	23	416	53	142	24	77	27	38	5	46	71	11	22	2	24	0	157	0	0	0	1
"jennings,brandon"	orl	PG	25	453	59	161	27	78	30	40	11	50	100	18	35	5	33	0	175	0	0	0	6
"jennings,brandon"	tot	PG	48	869	112	303	51	155	57	78	16	96	171	29	57	7	57	0	332	0	0	0	7
"jerebko,jonas"	bos	PF	78	1178	118	286	43	108	61	78	77	288	62	20	52	24	137	2	340	1	0	0	0
"johnson,amir"	bos	PF	79	1798	250	427	10	43	69	121	178	505	137	52	94	83	214	1	579	0	0	0	76
"johnson,chris"	uta	SF	70	858	72	194	27	99	34	42	27	132	45	32	40	20	100	1	205	0	0	0	2
"johnson,james"	tor	PF	57	924	114	240	20	66	39	68	28	126	67	29	54	33	84	0	287	0	0	0	32
"johnson,joe"	bro	SF	57	1934	247	608	85	229	92	108	34	224	232	40	116	2	100	0	671	1	0	0	57
"johnson,joe"	mia	SF	24	769	130	251	35	84	26	34	15	68	86	21	44	2	46	0	321	0	0	0	24
"johnson,joe"	tot	SF	81	2703	377	859	120	313	118	142	49	292	318	61	160	4	146	0	992	1	0	0	81
"johnson,orlando"	nor	SG	5	55	4	17	1	5	1	2	1	6	2	1	3	0	4	0	10	0	0	0	1
"johnson,orlando"	pho	SG	2	47	5	18	1	6	5	6	3	9	0	2	1	3	5	0	16	0	0	0	0
"johnson,orlando"	tot	SG	7	102	9	35	2	11	6	8	4	15	2	3	4	3	9	0	26	0	0	0	1
"johnson,stanley"	det	SF	73	1685	225	600	63	205	80	102	58	306	118	55	114	12	178	2	593	2	0	0	6
"johnson,tyler"	mia	SG	36	862	118	242	27	70	51	64	28	110	79	24	47	14	66	0	314	1	0	0	5
"johnson,wesley"	lac	SG	80	1664	208	515	103	309	30	46	37	248	49	89	54	56	173	1	549	0	0	0	9
"jokic,nikola"	den	C	80	1733	306	599	28	84	154	190	181	560	189	79	104	50	208	3	794	1	0	0	55
"jones,dahntay"	cle	SG	1	42	6	14	1	2	0	0	1	5	2	1	0	2	6	1	13	0	0	0	0
"jones,james"	cle	SG	48	466	59	143	41	104	21	26	8	50	14	11	13	10	50	0	180	1	0	0	0
"jones,terrence"	hou	PF	50	1047	166	367	25	79	77	116	62	211	41	23	49	38	86	0	434	3	0	0	12
"jones,tyus"	min	PG	37	576	56	156	16	53	28	39	7	47	108	31	33	3	33	0	156	0	0	0	0
"jordan,deandre"	lac	C	77	2600	357	507	0	1	266	619	267	1059	90	52	107	176	207	1	980	10	0	0	77
"joseph,cory"	tor	PG	80	2053	257	585	30	110	133	174	38	210	250	63	102	20	131	0	677	1	0	0	4
"kaman,chris"	por	C	16	113	20	43	1	4	3	3	7	24	11	1	8	1	15	0	44	0	0	0	2
"kaminsky,frank"	cha	PF	81	1713	215	525	68	202	108	148	69	336	97	37	58	43	126	0	606	0	0	0	3
"kanter,enes"	okl	C	82	1721	415	720	10	21	200	251	250	665	33	26	115	33	166	1	1040	2	0	0	1
"karasev,sergey"	bro	SG	40	405	30	74	11	37	26	28	8	58	35	6	22	2	27	0	97	0	0	0	5
"kaun,sasha"	cle	C	24	96	9	17	0	0	5	11	12	26	3	4	7	5	11	0	23	0	0	0	0
"kelly,ryan"	lal	PF	36	469	55	149	5	37	37	54	21	121	20	13	18	10	39	0	152	0	0	0	0
"kidd-gilchrist,m"	cha	SF	7	205	33	61	3	7	20	29	12	45	9	3	8	3	9	0	89	0	0	0	7
"kilpatrick,sean"	bro	SG	22	531	115	249	35	97	53	59	10	50	26	10	27	2	30	0	318	0	0	0	0
"kilpatrick,sean"	den	SG	8	83	8	21	4	17	7	8	2	6	3	2	4	0	7	0	27	0	0	0	0
"kilpatrick,sean"	tot	SG	30	614	123	270	39	114	60	67	12	56	29	12	31	2	37	0	345	0	0	0	0
"knight,brandon"	pho	PG	53	1873	371	895	120	350	156	183	36	202	263	61	176	20	124	0	1018	0	0	0	50
"korver,kyle"	atl	SG	80	2407	268	615	158	398	45	54	14	259	165	61	98	34	161	0	739	0	0	0	80
"koufos,kosta"	sac	C	78	1489	235	443	0	0	57	104	169	423	33	40	48	70	185	1	527	2	0	0	14
"lamb,jeremy"	cha	SG	66	1226	230	510	56	181	64	88	44	251	78	42	50	30	105	1	580	0	0	0	0
"landry,carl"	phi	PF	36	570	139	250	6	13	67	91	49	146	32	12	22	9	69	0	351	0	0	0	12
"larkin,shane"	bro	PG	78	1752	222	504	39	109	83	107	28	180	343	95	146	12	121	0	566	0	0	0	17
"lauvergne,joffre"	den	PF	59	1044	195	380	13	53	62	69	77	290	56	13	54	15	115	1	465	0	0	0	15
"lavine,zach"	min	PG	82	2295	433	960	123	316	161	203	28	229	252	69	155	17	193	1	1150	0	0	0	33
"lawson,ty"	hou	PG	53	1180	111	287	31	94	56	80	20	89	180	43	82	6	71	0	309	0	0	0	12
"lawson,ty"	ind	PG	13	235	28	67	5	14	3	6	6	31	57	10	13	1	16	0	64	0	0	0	1
"lawson,ty"	tot	PG	66	1415	139	354	36	108	59	86	26	120	237	53	95	7	87	0	373	0	0	0	13
"lee,courtney"	cha	SG	28	846	98	220	31	79	23	26	10	87	60	33	23	12	55	0	250	0	0	0	28
"lee,courtney"	mem	SG	51	1493	192	419	51	138	76	92	19	118	76	53	49	16	79	0	511	1	0	0	37
"lee,courtney"	tot	SG	79	2339	290	639	82	217	99	118	29	205	136	86	72	28	134	0	761	1	0	0	65
"lee,david"	bos	PF	30	472	87	192	0	1	40	51	41	130	54	12	38	13	51	0	214	0	0	0	4
"lee,david"	dal	PF	25	433	91	143	0	0	31	42	60	175	30	10	28	15	63	0	213	0	0	0	1
"lee,david"	tot	PF	55	905	178	335	0	1	71	93	101	305	84	22	66	28	114	0	427	0	0	0	5
"len,alex"	pho	C	78	1820	264	623	1	7	174	239	178	594	97	38	145	62	230	3	703	1	0	0	46
"leonard,kawhi"	san	SF	72	2381	552	1091	129	291	292	334	97	494	186	128	105	71	133	0	1525	0	0	0	72
"leonard,meyers"	por	C	61	1331	194	434	86	228	35	46	51	314	92	8	77	18	183	3	509	2	0	0	10
"leuer,jon"	pho	PF	67	1258	224	466	42	110	77	101	76	373	72	38	75	30	125	1	567	0	0	0	27
"lillard,damian"	por	PG	75	2673	618	1474	229	610	414	464	45	302	512	65	242	28	165	0	1879	1	0	0	75
"lin,jeremy"	cha	PG	78	2047	300	728	76	226	238	292	42	253	234	59	151	42	165	0	914	1	0	0	13
"livingston,shaun"	gsw	PG	78	1512	203	379	2	12	80	93	42	170	238	57	78	27	140	0	488	2	0	0	3
"looney,kevon"	gsw	SF	5	21	4	7	1	2	0	0	4	10	0	0	1	0	2	0	9	0	0	0	0
"lopez,brook"	bro	C	73	2459	591	1157	2	14	317	403	205	574	147	58	175	124	215	2	1501	0	0	0	73
"lopez,robin"	nyk	C	82	2213	357	662	0	1	128	161	268	602	114	16	133	129	182	2	842	3	0	0	82
"love,kevin"	cle	PF	77	2424	409	978	158	439	258	314	150	762	187	58	142	41	159	0	1234	0	0	0	77
"lowry,kyle"	tor	PG	77	2853	512	1198	212	546	398	491	55	365	494	158	225	34	211	1	1634	9	0	0	77
"lyles,trey"	uta	PF	80	1383	191	436	49	127	57	82	59	299	62	26	65	18	114	0	488	0	0	0	33
"mack,shelvin"	atl	PG	24	188	40	95	4	27	9	12	2	22	38	8	14	0	7	0	93	0	0	0	0
"mack,shelvin"	uta	PG	28	878	142	320	35	97	36	49	11	106	149	26	81	3	65	0	355	0	0	0	27
"mack,shelvin"	tot	PG	52	1066	182	415	39	124	45	61	13	128	187	34	95	3	72	0	448	0	0	0	27
"mahinmi,ian"	ind	C	71	1818	264	448	0	0	132	225	138	507	104	65	100	75	220	4	660	0	0	0	71
"marble,devyn"	orl	SF	28	249	21	71	8	32	10	24	6	38	12	13	7	1	25	0	60	0	0	0	0
"marjanovic,boban"	san	C	54	509	105	174	0	0	87	114	73	194	21	12	29	23	54	0	297	1	0	0	4
"marshall,kendall"	phi	PG	30	399	43	118	16	49	9	13	2	28	73	16	43	2	30	0	111	0	0	0	6
"martin,jarell"	mem	PF	27	382	54	116	0	2	45	62	39	86	15	8	19	7	58	0	153	0	0	0	0
"martin,kevin"	min	SG	39	833	126	334	38	103	125	142	10	81	46	17	41	1	68	0	415	0	0	0	12
"martin,kevin"	san	SG	16	260	30	85	11	32	28	30	4	29	12	9	13	2	15	0	99	0	0	0	1
"martin,kevin"	tot	SG	55	1093	156	419	49	135	153	172	14	110	58	26	54	3	83	0	514	0	0	0	13
"matthews,wesley"	dal	SG	78	2642	331	854	189	525	126	146	27	238	151	78	78	17	179	1	977	2	0	0	78
"mayo,o.j."	mil	SG	41	1088	119	321	52	162	31	40	14	106	119	47	72	8	126	1	321	5	0	0	24
"mbah_a_moute,luc"	lac	SF	75	1278	94	207	13	40	30	57	60	171	30	44	34	19	100	0	231	0	0	0	61
"mcadoo,james"	gsw	SG	41	265	45	84	1	2	26	49	30	58	17	10	16	8	39	0	117	0	0	0	1
"mccallum,ray"	mem	PG	10	218	28	79	10	26	3	5	2	16	27	7	13	3	15	0	69	0	0	0	3
"mccallum,ray"	san	PG	31	256	27	67	5	16	9	10	6	31	33	5	11	4	14	0	68	0	0	0	3
"mccallum,ray"	tot	PG	41	474	55	146	15	42	12	15	8	47	60	12	24	7	29	0	137	0	0	0	6
"mccollum,c.j."	por	SG	80	2776	641	1432	197	473	187	226	47	259	341	97	196	24	187	0	1666	0	0	0	80
"mcconnell,t.j."	phi	PG	81	1609	218	464	31	89	26	41	43	250	367	95	140	10	114	0	493	0	0	0	17
"mccullough,chris"	bro	PF	24	363	44	109	13	35	11	23	25	68	9	28	15	12	39	0	112	0	0	0	4
"mcdaniels,k.j."	hou	SG	37	238	29	72	7	25	24	30	15	42	10	7	17	6	30	0	89	0	0	0	1
"mcdermott,doug"	chi	SF	81	1860	291	644	110	259	72	84	37	195	59	14	52	6	127	0	764	0	0	0	4
"mcgary,mitch"	okl	PF	20	73	11	23	0	4	4	10	4	18	3	1	7	2	10	0	26	0	0	0	0
"mcgee,javale"	dal	C	34	368	77	134	0	1	18	36	53	133	3	5	21	26	49	0	172	0	0	0	2
"mclemore,ben"	sac	SG	68	1444	195	455	67	185	74	103	34	149	79	52	99	10	140	0	531	0	0	0	53
"mcrae,jordan"	cle	SG	15	114	23	52	7	11	9	13	2	12	15	0	9	1	10	0	62	0	0	0	1
"mcrae,jordan"	pho	SG	7	83	11	26	3	11	12	15	2	8	10	3	6	0	7	0	37	1	0	0	0
"mcrae,jordan"	tot	SG	22	197	34	78	10	22	21	28	4	20	25	3	15	1	17	0	99	1	0	0	1
"mcroberts,josh"	mia	PF	42	596	55	148	12	49	28	40	22	105	81	18	30	7	68	0	150	0	0	0	1
"meeks,jodie"	det	SG	3	44	7	20	4	9	4	4	1	5	3	0	1	0	2	0	22	0	0	0	0
"mejri,salah"	dal	C	34	398	49	78	0	1	27	46	41	123	10	8	23	34	54	0	125	0	0	0	6
"mickey,jordan"	bos	PF	16	59	8	22	0	0	5	10	6	13	1	0	1	11	5	0	21	0	0	0	0
"middleton,khris"	mil	SF	79	2855	507	1144	143	362	277	312	45	301	331	131	180	19	204	1	1434	5	0	0	79
"miles,c.j."	ind	SG	64	1467	259	633	142	387	93	124	25	175	63	53	70	29	142	0	753	0	0	0	24
"miller,andre"	min	PG	26	281	36	58	1	4	15	19	6	24	58	9	25	0	32	0	88	1	0	0	0
"miller,andre"	san	PG	13	181	23	48	1	4	9	13	6	27	29	7	12	0	14	0	56	0	0	0	4
"miller,andre"	tot	PG	39	462	59	106	2	8	24	32	12	51	87	16	37	0	46	0	144	1	0	0	4
"miller,mike"	den	SF	47	378	22	62	19	52	0	0	6	53	40	13	17	4	53	0	63	1	0	0	2
"mills,patty"	san	PG	81	1659	260	612	123	320	47	58	27	158	226	59	76	6	102	0	690	0	0	0	3
"millsap,elijah"	uta	SG	20	173	11	39	1	12	13	18	6	35	19	7	9	3	33	0	36	0	0	0	0
"millsap,paul"	atl	PF	81	2640	501	1067	74	232	309	408	197	733	264	148	191	140	237	2	1385	4	0	0	81
"mirotic,nikola"	chi	PF	66	1650	248	609	135	346	146	181	58	362	101	58	102	46	151	1	777	1	0	0	38
"mohammed,nazr"	okl	C	5	20	3	5	0	0	2	2	1	4	0	0	3	0	4	0	8	0	0	0	0
"monroe,greg"	mil	C	79	2316	491	940	0	1	228	308	218	696	179	72	130	67	163	0	1210	4	0	0	67
"montero,luis"	por	SG	12	43	5	19	1	9	3	4	0	4	1	0	4	0	1	0	14	0	0	0	0
"moore,e'twaun"	chi	SG	59	1265	187	389	47	104	22	35	19	133	99	37	53	18	103	0	443	0	0	0	22
"moreland,eric"	sac	PF	9	47	3	6	0	0	2	4	3	11	1	0	3	4	4	0	8	0	0	0	0
"morris,marcus"	det	SF	80	2852	410	945	108	297	203	271	91	404	201	67	140	23	170	1	1131	11	0	0	80
"morris,markieff"	pho	PF	37	917	171	431	22	76	66	92	43	194	87	33	90	17	104	0	430	5	0	0	24
"morris,markieff"	was	PF	27	713	134	287	25	79	42	55	30	158	37	25	45	17	80	1	335	0	0	0	21
"morris,markieff"	tot	PF	64	1630	305	718	47	155	108	147	73	352	124	58	135	34	184	1	765	5	0	0	45
"morrow,anthony"	okl	SG	68	930	136	333	79	205	29	39	10	62	24	22	17	5	64	0	380	1	0	0	6
"motiejunas,dona"	hou	PF	37	547	90	205	16	57	34	53	37	108	41	17	44	5	69	0	230	0	0	0	22
"mozgov,timofey"	cle	C	76	1329	203	359	1	7	68	95	110	338	33	22	71	57	159	1	475	0	0	0	48
"mudiay,emmanuel"	den	PG	68	2067	329	903	74	232	140	209	32	232	372	65	217	35	141	1	872	0	0	0	66
"muhammad,shabazz"	min	SF	82	1678	317	681	44	152	185	242	100	267	52	24	70	7	94	0	863	0	0	0	0
"munford,xavier"	mem	PG	14	246	32	77	9	23	7	14	3	31	22	13	15	3	25	0	80	0	0	0	0
"muscala,mike"	atl	PF	60	569	76	152	12	39	31	39	38	117	34	13	27	27	72	1	195	0	0	0	0
"nance,larryjr"	lal	PF	63	1268	158	300	1	10	32	47	101	312	44	54	41	23	124	0	349	0	0	0	22
"napier,shabazz"	orl	PG	55	599	68	201	34	104	33	45	9	55	97	23	46	1	38	0	203	0	0	0	0
"neal,gary"	was	PG	40	807	151	324	41	99	47	55	11	83	47	20	30	1	55	0	390	0	0	0	2
"nelson,jameer"	den	PG	39	1038	113	307	43	144	30	35	19	115	191	25	66	5	100	1	299	1	0	0	15
"neto,raul"	uta	PG	81	1501	180	418	64	162	52	70	17	120	173	62	109	2	122	1	476	0	0	0	53
"nicholson,andrew"	orl	PF	56	821	146	309	41	113	51	65	34	201	25	10	41	22	69	0	384	0	0	0	0
"noah,joakim"	chi	C	29	636	51	133	0	1	22	45	87	255	109	18	52	29	77	0	124	1	0	0	2
"noel,nerlens"	phi	C	67	1963	306	587	1	2	134	227	154	541	122	118	158	100	192	1	747	1	0	0	62
"nogueira,lucas"	tor	C	29	227	28	44	1	3	8	15	18	47	7	12	11	12	29	0	65	0	0	0	1
"novak,steve"	mil	SF	3	19	2	6	2	6	1	1	0	1	0	0	0	0	2	0	7	0	0	0	0
"novak,steve"	okl	SF	7	24	6	12	5	9	0	0	0	4	0	0	1	0	1	0	17	0	0	0	0
"novak,steve"	tot	SF	10	43	8	18	7	15	1	1	0	5	0	0	1	0	3	0	24	0	0	0	0
"nowitzki,dirk"	dal	PF	75	2362	498	1112	126	342	250	280	52	489	132	52	84	52	161	0	1372	3	0	0	75
"nurkic,jusuf"	den	C	32	547	101	242	0	3	61	99	64	174	40	24	55	44	91	0	263	2	0	0	3
"o'brien,j.j."	uta	SF	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o'bryant,johnny"	mil	PF	66	861	86	209	1	1	27	40	64	175	31	18	31	8	100	1	200	0	0	0	4
"o'quinn,kyle"	nyk	PF	65	761	129	271	5	22	46	60	76	250	72	20	61	49	107	0	309	1	0	0	1
"okafor,jahlil"	phi	C	53	1594	397	781	1	6	133	194	122	373	65	22	124	61	140	1	928	0	0	0	48
"oladipo,victor"	orl	SG	72	2382	425	969	98	280	205	247	48	348	282	116	153	54	174	0	1153	1	0	0	52
"olynyk,kelly"	bos	C	69	1396	253	556	85	210	96	128	72	281	105	52	74	33	163	3	687	1	0	0	8
"oubre,kelly"	was	PF	63	673	90	211	25	79	31	49	25	133	13	22	34	7	100	0	236	0	0	0	9
"pachulia,zaza"	dal	C	76	2005	219	470	0	3	212	276	249	718	128	64	119	22	181	1	650	7	0	0	69
"papanikolaou,kos"	den	SF	26	294	24	66	10	32	9	14	8	40	16	13	21	5	24	0	67	0	0	0	6
"parker,jabari"	mil	SF	76	2407	443	899	9	35	175	228	124	396	129	69	116	29	154	0	1070	0	0	0	72
"parker,tony"	san	PG	72	1979	350	710	27	64	130	171	17	177	379	54	131	11	114	0	857	1	0	0	72
"parsons,chandler"	dal	SF	61	1801	320	651	104	250	93	136	29	285	170	46	95	21	114	0	837	1	0	0	51
"patterson,lamar"	atl	SG	35	400	28	80	12	49	16	22	4	50	39	9	23	2	45	0	84	0	0	0	0
"patterson,patric"	tor	PF	79	2017	204	493	106	293	29	34	77	340	94	53	65	32	128	0	543	1	0	0	0
"paul,chris"	lac	PG	74	2425	515	1114	122	329	294	328	39	310	738	151	193	13	185	0	1446	7	0	0	74
"payne,adreian"	min	PF	52	486	53	145	9	32	17	26	21	112	29	16	36	11	77	1	132	1	0	0	2
"payne,cameron"	okl	PG	57	703	114	278	36	111	19	24	9	85	108	36	44	6	80	0	283	0	0	0	1
"payton,elfrid"	orl	PG	73	2144	318	730	30	92	112	190	77	261	469	89	177	20	159	0	778	2	0	0	69
"pekovic,nikola"	min	C	12	156	19	50	0	0	16	20	7	21	11	1	9	0	22	0	54	0	0	0	3
"perkins,kendrick"	nor	C	38	543	40	75	0	0	11	25	25	128	31	11	41	11	64	0	91	1	0	0	5
"pierce,paul"	lac	SF	68	1235	144	397	75	242	54	66	12	186	71	33	58	17	129	0	417	1	0	0	38
"pleiss,tibor"	uta	C	12	83	11	25	0	2	2	2	6	15	2	1	8	2	19	0	24	0	0	0	0
"plumlee,mason"	por	PF	82	2087	267	517	0	4	215	335	201	628	226	68	154	82	253	4	749	1	0	0	82
"plumlee,miles"	mil	C	61	869	140	233	0	0	34	59	95	232	16	21	40	50	73	0	314	1	0	0	14
"porter,otto"	was	SF	75	2272	339	718	98	267	95	126	97	391	119	105	70	32	163	0	871	0	0	0	73
"portis,bobby"	chi	PF	62	1103	186	435	16	52	48	66	123	337	52	25	55	22	100	0	436	1	0	0	4
"porzingis,krista"	nyk	PF	72	2050	373	886	81	243	201	240	132	525	93	52	121	134	205	2	1028	1	0	0	72
"powell,dwight"	dal	PF	68	996	146	296	2	16	105	142	84	273	44	36	40	24	117	1	399	0	0	0	2
"powell,norman"	tor	SG	49	729	97	229	36	88	43	53	16	111	47	29	32	10	59	0	273	0	0	0	24
"pressey,phil"	phi	SG	13	170	21	55	4	13	9	18	0	22	45	11	19	1	14	0	55	0	0	0	0
"pressey,phil"	pho	SG	9	110	9	22	0	4	4	7	2	7	27	6	14	3	14	0	22	0	0	0	0
"pressey,phil"	tot	SG	22	280	30	77	4	17	13	25	2	29	72	17	33	4	28	0	77	0	0	0	0
"price,ronnie"	pho	PG	62	1210	116	302	68	195	31	41	25	99	147	74	70	13	161	2	331	0	0	0	18
"prigioni,pablo"	lac	PG	59	816	55	147	28	95	7	8	38	114	130	53	49	1	82	0	145	0	0	0	3
"prince,tayshaun"	min	SF	77	1462	102	229	4	23	13	19	32	147	73	36	27	13	62	0	221	0	0	0	44
"randle,julius"	lal	PF	81	2287	358	835	10	36	193	270	172	830	144	53	149	29	242	2	919	0	0	0	60
"randolph,zach"	mem	PF	68	2019	431	907	6	26	172	216	179	529	142	43	105	13	146	0	1040	0	0	0	53
"redick,j.j."	lac	SG	75	2098	422	880	200	420	182	205	10	139	106	42	79	5	135	0	1226	1	0	0	75
"reed,willie"	bro	PF	39	426	76	133	0	0	30	55	49	122	10	6	16	30	47	0	182	0	0	0	2
"richardson,josh"	mia	SG	52	1105	123	272	53	115	42	63	21	107	73	36	35	25	107	0	341	0	0	0	2
"rivers,austin"	lac	SG	67	1466	226	516	62	185	79	116	22	130	99	48	61	10	137	1	593	2	0	0	7
"roberson,andre"	okl	SG	70	1552	136	274	32	103	33	54	78	250	47	54	35	42	133	0	337	1	0	0	70
"roberts,brian"	cha	PG	30	336	51	115	9	27	34	37	4	29	38	7	16	1	23	0	145	0	0	0	0
"roberts,brian"	por	PG	21	138	23	50	6	15	8	10	2	12	16	3	7	1	12	0	60	0	0	0	0
"roberts,brian"	tot	PG	51	474	74	165	15	42	42	47	6	41	54	10	23	2	35	0	205	0	0	0	0
"robinson,glenn"	ind	SF	45	511	65	151	14	37	27	39	12	68	26	17	18	9	21	0	171	0	0	0	4
"robinson,nate"	nor	PG	2	23	0	1	0	1	0	0	0	0	4	1	0	0	5	0	0	0	0	0	1
"robinson,thomas"	bro	PF	71	917	130	291	0	1	47	109	136	359	46	39	69	36	111	1	307	1	0	0	7
"rondo,rajon"	sac	PG	72	2537	355	782	62	170	87	150	77	436	838	142	279	10	175	1	859	3	0	0	72
"rose,derrick"	chi	PG	66	2095	447	1047	44	150	142	179	46	225	311	44	175	14	84	1	1080	4	0	0	66
"ross,terrence"	tor	SF	73	1751	270	626	131	338	49	62	21	185	57	54	46	25	120	1	720	0	0	0	7
"rozier,terry"	bos	PG	39	310	29	106	6	27	8	10	24	63	37	6	19	1	23	0	72	0	0	0	0
"rubio,ricky"	min	PG	76	2322	219	586	62	190	266	314	40	326	657	162	194	10	201	1	766	0	0	0	76
"rudez,damjan"	min	SF	33	278	25	62	17	50	8	8	5	20	11	3	13	1	33	0	75	0	0	0	0
"rush,brandon"	gsw	SG	72	1050	111	260	65	157	18	28	21	180	57	21	33	23	57	1	305	0	0	0	25
"russell,d'angelo"	lal	PG	80	2257	392	955	130	367	140	190	46	272	266	93	196	13	142	0	1054	1	0	0	48
"sacre,robert"	lal	C	25	320	31	75	0	0	25	38	32	72	14	4	12	10	43	1	87	0	0	0	1
"sampson,jakarr"	den	SG	26	473	54	116	8	29	18	25	16	61	16	12	19	17	51	0	134	0	0	0	22
"sampson,jakarr"	phi	SG	47	693	86	202	6	34	62	97	30	129	30	11	51	16	91	1	240	2	0	0	18
"sampson,jakarr"	tot	SG	73	1166	140	318	14	63	80	122	46	190	46	23	70	33	142	1	374	2	0	0	40
"schroder,dennis"	atl	PG	80	1614	329	782	77	239	144	182	25	205	349	71	184	9	138	0	879	0	0	0	6
"scola,luis"	tor	PF	76	1635	269	598	65	161	61	84	85	360	67	46	68	27	178	0	664	0	0	0	76
"scott,mike"	atl	PF	75	1155	176	376	62	158	50	63	53	206	78	25	42	17	102	0	464	0	0	0	0
"sefolosha,thabo"	atl	SG	75	1749	188	374	42	125	62	99	52	333	107	84	68	37	109	0	480	0	0	0	11
"seraphin,kevin"	nyk	PF	48	530	84	205	0	2	19	23	31	126	47	8	43	36	67	0	187	0	0	0	0
"sessions,ramon"	was	PG	82	1667	280	592	36	111	214	283	26	204	240	47	115	5	102	0	810	0	0	0	5
"shumpert,iman"	cle	SG	54	1319	114	305	43	146	40	51	32	203	92	54	56	19	119	1	311	1	0	0	5
"simmons,jonathon"	san	SG	55	811	122	241	18	47	69	92	16	95	58	24	53	5	103	0	331	0	0	0	2
