Player	Team	PS	GP	Min	FGM	FGA	3M	3A	FTM	FTA	OR	TR	AS	ST	TO	BK	PF	DQ	PTS	TC	EJ	FF	Sta
"robinson,nate"	den	PG	44	870	164	383	58	154	71	85	21	81	112	36	58	4	92	0	457	7	0	0	1
"robinson,thomas"	por	PF	70	877	141	294	0	1	57	101	105	307	34	23	57	20	131	1	339	3	0	0	0
"rondo,rajon"	bos	PG	30	998	141	350	26	90	42	67	22	164	294	40	100	2	65	0	350	1	0	0	30
"rose,derrick"	chi	PG	10	311	58	164	16	47	27	32	9	32	43	5	34	1	15	0	159	1	0	0	10
"ross,terrence"	tor	SG	81	2156	318	751	161	408	82	98	43	253	79	64	88	27	183	4	879	1	0	0	62
"rubio,ricky"	min	PG	82	2636	255	670	44	133	227	283	61	342	702	190	222	11	218	2	781	2	0	0	82
"rush,brandon"	uta	SG	38	421	30	90	16	47	3	5	5	44	24	5	20	9	31	0	79	0	0	0	0
"sacre,robert"	lal	C	65	1093	143	300	0	0	64	94	82	254	51	24	44	47	134	2	350	1	0	0	13
"salmons,john"	sac	SF	18	445	41	117	16	42	7	7	8	46	44	12	14	8	32	0	105	0	0	0	8
"salmons,john"	tor	SF	60	1280	109	296	47	121	33	45	12	117	103	35	40	11	92	0	298	1	0	0	0
"salmons,john"	tot	SF	78	1725	150	413	63	163	40	52	20	163	147	47	54	19	124	0	403	1	0	0	8
"sanders,larry"	mil	C	23	586	76	162	0	1	26	55	60	165	19	18	26	40	74	3	178	5	0	0	20
"schroder,dennis"	atl	PG	49	641	72	188	10	42	29	43	5	60	93	17	61	0	54	0	183	0	0	0	0
"scola,luis"	ind	PF	82	1398	263	560	1	7	99	136	85	390	81	26	108	16	164	0	626	1	0	0	2
"scott,mike"	atl	SF	80	1484	301	628	62	200	103	132	62	284	75	30	79	7	121	0	767	0	0	0	6
"sefolosha,thabo"	okl	SG	61	1589	141	340	48	152	53	69	50	219	95	79	55	17	90	0	383	0	0	0	61
"seraphin,kevin"	was	PF	53	578	111	220	0	0	27	31	53	128	17	3	41	26	103	0	249	0	0	0	1
"sessions,ramon"	cha	PG	55	1303	190	465	15	68	183	234	22	117	206	33	93	6	50	0	578	0	0	0	7
"sessions,ramon"	mil	PG	28	912	140	304	20	56	143	170	16	86	134	16	55	3	40	0	443	2	0	0	12
"sessions,ramon"	tot	PG	83	2215	330	769	35	124	326	404	38	203	340	49	148	9	90	0	1021	2	0	0	19
"shakur,mustafa"	okl	PG	3	11	0	3	0	1	1	2	0	0	4	0	2	0	2	0	1	0	0	0	0
"shengelia,tornik"	bro	SF	17	139	11	24	0	6	3	8	4	14	12	2	11	0	16	0	25	0	0	0	0
"shengelia,tornik"	chi	SF	9	19	2	4	0	0	0	0	0	2	2	1	1	0	2	0	4	0	0	0	0
"shengelia,tornik"	tot	SF	26	158	13	28	0	6	3	8	4	16	14	3	12	0	18	0	29	0	0	0	0
"shumpert,iman"	nyk	SG	74	1962	183	484	76	228	53	71	81	308	129	92	79	13	209	1	495	1	0	0	58
"shved,alexey"	min	PG	63	667	76	237	30	102	68	90	21	81	68	26	48	16	36	0	250	0	0	0	0
"sims,henry"	cle	C	20	170	18	45	0	0	8	14	22	56	5	5	8	7	32	1	44	0	0	0	0
"sims,henry"	phi	C	26	707	112	229	0	1	82	107	82	181	47	23	33	13	84	0	306	0	0	0	25
"sims,henry"	tot	C	46	877	130	274	0	1	90	121	104	237	52	28	41	20	116	1	350	0	0	0	25
"singler,kyle"	det	SG	82	2335	269	602	94	246	152	184	116	303	75	61	79	38	211	2	784	0	0	0	36
"singleton,chris"	was	SF	25	249	25	66	7	19	18	25	18	55	6	9	17	3	25	0	75	0	0	0	0
"siva,peyton"	det	PG	24	225	18	57	7	25	11	15	2	14	34	9	18	1	27	0	54	0	0	0	0
"sloan,donald"	ind	PG	48	392	44	117	10	42	12	20	4	44	50	10	22	1	19	0	110	0	0	0	1
"smith,chris"	nyk	PG	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"smith,greg"	hou	PF	11	100	18	28	0	0	2	5	11	27	0	1	5	2	17	1	38	0	0	0	0
"smith,ish"	pho	PG	70	1011	119	281	1	24	22	39	31	129	179	49	65	13	66	0	261	0	0	0	1
"smith,j.r."	nyk	SG	74	2423	396	955	189	480	90	138	35	296	219	65	108	20	196	0	1071	2	0	0	37
"smith,jason"	nor	PF	31	826	131	282	0	0	39	50	51	181	29	11	28	29	100	3	301	1	0	0	27
"smith,josh"	det	SF	77	2733	517	1233	70	265	160	301	102	520	252	104	199	110	197	1	1264	10	0	0	76
"snell,tony"	chi	SF	77	1235	129	336	57	178	31	41	19	124	68	29	44	15	84	0	346	0	0	0	12
"southerland,jame"	cha	SF	1	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"southerland,jame"	nor	SF	3	27	5	12	3	5	1	2	0	8	0	1	1	2	3	0	14	0	0	0	0
"southerland,jame"	tot	SF	4	30	5	15	3	6	1	2	0	8	0	1	1	2	3	0	14	0	0	0	0
"speights,marrees"	gsw	PF	79	985	195	442	8	31	110	134	101	290	32	11	66	33	148	1	508	2	0	0	3
"splitter,tiago"	san	PF	59	1272	181	346	0	3	121	173	123	363	90	29	76	31	117	0	483	0	0	0	50
"stephens,d.j."	mil	SG	3	16	3	7	0	0	1	1	1	5	0	0	0	0	0	0	7	0	0	0	0
"stephenson,lance"	ind	SG	78	2747	427	870	86	244	140	197	95	558	359	54	210	7	195	1	1080	14	0	0	78
"stiemsma,greg"	nor	C	55	1007	70	122	0	1	19	32	72	226	36	35	44	57	169	3	159	4	0	0	20
"stone,julyan"	tor	PG	21	122	7	17	2	8	2	3	2	20	12	3	5	0	13	0	18	0	0	0	0
"stoudemire,amare"	nyk	PF	65	1466	311	558	0	0	150	203	112	320	34	23	91	37	159	1	772	9	0	0	22
"stuckey,rodney"	det	PG	73	1949	372	853	24	88	244	292	39	169	152	54	125	10	131	1	1012	4	0	0	5
"sullinger,jared"	bos	PF	74	2041	384	899	56	208	158	203	241	601	118	35	119	49	251	3	982	1	0	0	44
"taylor,jeffery"	cha	SF	26	629	82	218	18	67	26	47	15	60	22	13	25	5	62	0	208	0	0	0	8
"taylor,tyshawn"	bro	PG	23	271	31	91	3	12	24	30	3	15	36	12	31	1	29	0	89	0	0	0	3
"teague,jeff"	atl	PG	79	2546	456	1040	74	225	318	376	34	208	526	89	231	17	158	0	1304	2	0	0	79
"teague,marquis"	bro	PG	21	198	22	53	3	8	15	19	0	21	30	8	22	1	21	0	62	0	0	0	1
"teague,marquis"	chi	PG	19	241	16	66	2	10	11	16	1	19	28	2	17	4	25	0	45	0	0	0	2
"teague,marquis"	tot	PG	40	439	38	119	5	18	26	35	1	40	58	10	39	5	46	0	107	0	0	0	3
"teletovic,mirza"	bro	PF	72	1399	221	529	136	349	44	62	60	266	57	29	54	23	143	0	622	2	0	0	7
"temple,garrett"	was	SG	75	644	51	141	6	29	30	43	21	68	72	35	42	11	72	0	138	0	0	0	0
"terry,jason"	bro	SG	35	570	55	152	39	103	10	15	4	37	56	13	27	0	48	0	159	1	0	0	0
"thabeet,hasheem"	okl	C	23	193	13	23	0	0	1	5	9	40	1	4	14	9	47	0	27	0	0	0	0
"thomas,adonis"	orl	SG	4	24	3	9	0	3	1	1	0	3	2	0	0	0	2	0	7	0	0	0	0
"thomas,adonis"	phi	SG	2	13	3	5	1	2	0	0	0	0	1	0	1	0	4	0	7	0	0	0	1
"thomas,adonis"	tot	SG	6	37	6	14	1	5	1	1	0	3	3	0	1	0	6	0	14	0	0	0	1
"thomas,isaiah"	sac	PG	72	2492	496	1096	127	364	346	407	47	210	454	93	213	8	185	0	1465	10	0	0	54
"thomas,lance"	nor	SF	5	42	2	9	0	0	2	4	2	7	3	0	2	0	4	0	6	0	0	0	0
"thomas,malcomb"	san	PF	1	15	1	4	0	0	0	2	1	9	0	0	1	2	0	0	2	0	0	0	0
"thomas,malcomb"	uta	PF	7	48	6	12	1	4	0	0	4	12	2	0	8	1	5	0	13	0	0	0	0
"thomas,malcomb"	tot	PF	8	63	7	16	1	4	0	2	5	21	2	0	9	3	5	0	15	0	0	0	0
"thompson,hollis"	phi	SF	77	1742	171	372	67	167	52	73	73	247	73	53	60	12	144	0	461	0	0	0	41
"thompson,jason"	sac	PF	82	2011	251	496	0	0	84	145	153	527	52	32	95	56	251	5	586	9	0	0	61
"thompson,klay"	gsw	SG	81	2867	559	1259	223	535	147	185	38	249	181	75	135	37	234	2	1488	2	0	0	81
"thompson,tristan"	cle	PF	82	2591	363	761	0	1	235	339	269	754	72	42	108	35	188	0	961	0	0	0	82
"thornton,marcus"	bro	SG	26	620	110	266	52	137	48	60	18	74	30	27	29	3	36	0	320	0	0	0	1
"thornton,marcus"	sac	SG	46	1122	142	373	57	179	42	52	39	124	47	31	38	8	74	0	383	0	0	0	26
"thornton,marcus"	tot	SG	72	1742	252	639	109	316	90	112	57	198	77	58	67	11	110	0	703	0	0	0	27
"tinsley,jamal"	uta	PG	8	110	4	20	1	15	0	0	2	11	23	2	9	0	10	0	9	1	0	0	5
"tolliver,anthony"	cha	PF	64	1300	129	307	102	247	33	41	33	168	42	19	23	15	82	0	393	0	0	0	9
"tucker,p.j."	pho	SG	81	2489	265	615	74	191	156	201	162	530	140	110	102	23	204	2	760	12	0	0	81
"turiaf,ronny"	min	C	31	608	64	107	0	0	21	50	55	174	23	8	24	50	65	1	149	0	0	0	10
"turkoglu,hedo"	lac	SF	38	394	42	109	22	50	9	18	11	89	33	19	16	10	50	0	115	0	0	0	0
"turner,evan"	ind	SG	27	568	79	191	12	24	24	34	12	86	64	11	34	2	48	0	194	3	0	0	2
"turner,evan"	phi	SG	54	1885	356	831	38	132	189	228	50	322	197	56	155	5	147	3	939	6	0	0	54
"turner,evan"	tot	SG	81	2453	435	1022	50	156	213	262	62	408	261	67	189	7	195	3	1133	9	0	0	56
"tyler,jeremy"	nyk	PF	41	399	60	116	0	0	26	48	38	109	8	6	26	20	70	0	146	0	0	0	0
"udoh,ekpe"	mil	PF	43	804	57	143	0	0	30	47	61	148	31	15	38	44	96	0	144	0	0	0	14
"udrih,beno"	mem	PG	10	56	10	18	2	2	5	6	0	2	6	1	5	1	4	0	27	0	0	0	0
"udrih,beno"	nyk	PG	31	590	68	160	17	40	20	24	10	57	110	22	42	3	46	1	173	0	0	0	12
"udrih,beno"	tot	PG	41	646	78	178	19	42	25	30	10	59	116	23	47	4	50	1	200	0	0	0	12
"valanciunas,jona"	tor	C	81	2283	359	676	0	1	198	260	225	712	58	24	136	71	249	1	916	6	0	0	81
"varejao,anderson"	cle	PF	65	1803	227	459	0	7	92	135	187	629	140	69	72	39	164	2	546	1	0	0	29
"varnado,jarvis"	chi	PF	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"varnado,jarvis"	phi	PF	23	341	36	60	0	0	27	52	19	63	13	10	10	29	61	0	99	0	0	0	0
"varnado,jarvis"	tot	PF	24	343	36	60	0	0	27	52	19	63	13	10	10	29	62	0	99	0	0	0	0
"vasquez,greivis"	sac	PG	18	466	65	150	16	50	30	32	5	34	95	6	27	1	38	0	176	0	0	0	18
"vasquez,greivis"	tor	PG	61	1312	212	508	93	239	65	76	15	139	228	25	101	4	105	2	582	3	0	0	5
"vasquez,greivis"	tot	PG	79	1778	277	658	109	289	95	108	20	173	323	31	128	5	143	2	758	3	0	0	23
"vesely,jan"	den	SF	21	306	41	81	0	0	11	26	28	78	11	27	14	16	57	2	93	0	0	0	0
"vesely,jan"	was	SF	33	469	48	92	0	0	8	30	53	113	11	26	22	19	64	1	104	0	0	0	1
"vesely,jan"	tot	SF	54	775	89	173	0	0	19	56	81	191	22	53	36	35	121	3	197	0	0	0	1
"villanueva,charl"	det	PF	20	179	35	92	14	56	8	14	6	34	6	4	7	5	16	0	92	0	0	0	0
"vucevic,nikola"	orl	C	57	1814	353	696	0	0	105	137	185	626	104	60	112	47	169	4	811	3	0	0	57
"vujacic,sasha"	lac	SG	2	10	2	5	1	2	0	0	0	3	0	1	3	0	1	0	5	0	0	0	0
"wade,dwyane"	mia	SG	54	1776	415	760	9	32	189	258	59	241	253	79	161	29	106	0	1028	5	0	0	53
"waiters,dion"	cle	SG	70	2073	430	992	92	249	161	235	31	194	211	63	154	17	153	0	1113	2	0	0	24
"walker,kemba"	cha	PG	73	2617	449	1143	109	327	282	337	39	306	447	86	169	32	128	1	1289	4	0	0	73
"wall,john"	was	PG	82	2980	579	1337	108	308	317	394	38	333	719	149	295	39	219	1	1583	2	0	0	82
"wallace,gerald"	bos	SF	58	1418	116	230	19	64	47	101	36	212	143	73	97	14	79	0	298	4	0	0	16
"ware,casper"	phi	PG	9	116	18	42	7	21	5	6	0	9	10	8	5	0	11	0	48	0	0	0	0
"watson,c.j."	ind	PG	64	1194	146	335	53	145	69	88	19	101	107	60	59	8	66	0	414	0	0	0	5
"watson,earl"	por	PG	24	164	3	11	2	7	4	4	5	15	28	5	17	1	33	0	12	0	0	0	0
"wayns,maalik"	lac	PG	2	9	1	2	0	0	0	0	0	2	2	2	0	0	4	0	2	0	0	0	0
"webster,martell"	was	SF	78	2164	254	587	146	372	105	125	38	223	97	41	58	15	150	1	759	0	0	0	13
"west,david"	ind	PF	80	2469	458	939	4	15	198	251	120	542	223	61	133	74	186	1	1118	7	0	0	80
"westbrook,russel"	okl	PG	46	1409	347	792	68	214	242	293	55	263	319	88	177	7	104	1	1004	10	0	0	46
"white,d.j."	cha	PF	2	10	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0
"white,royce"	sac	SF	3	9	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"williams,deron"	bro	PG	65	2058	322	716	98	268	173	216	15	168	393	93	143	13	148	0	915	0	0	0	58
"williams,derrick"	min	PF	11	162	19	54	2	15	14	16	3	26	1	4	6	4	9	0	54	0	0	0	0
"williams,derrick"	sac	PF	67	1654	187	427	24	84	172	243	68	297	55	44	70	16	105	0	570	0	0	0	15
"williams,derrick"	tot	PF	78	1816	206	481	26	99	186	259	71	323	56	48	76	20	114	0	624	0	0	0	15
"williams,elliot"	phi	SG	67	1157	140	337	37	125	87	119	30	130	72	35	68	3	126	0	404	0	0	0	2
"williams,louis"	atl	SG	60	1445	197	493	79	231	152	179	10	124	210	45	92	4	65	0	625	0	0	0	7
"williams,marvin"	uta	PF	66	1673	231	526	84	234	57	73	82	334	78	54	53	31	151	3	603	0	0	0	50
"williams,mo"	por	PG	74	1835	280	672	83	225	78	89	42	153	321	55	149	10	197	1	721	4	0	0	0
"williams,reggie"	okl	SF	3	18	5	9	1	3	0	0	0	0	1	1	2	0	1	0	11	0	0	0	0
"williams,shawne"	lal	SF	36	754	73	192	42	129	14	20	25	167	30	19	21	30	93	2	202	2	0	0	13
"withey,jeff"	nor	C	58	687	69	129	0	1	52	73	49	150	26	15	20	50	73	0	190	0	0	0	4
"wolters,nate"	mil	PG	58	1307	170	389	18	62	59	90	33	149	187	35	57	15	67	0	417	0	0	0	31
"wright,brandan"	dal	C	58	1083	224	331	0	0	77	106	102	244	31	32	35	55	94	0	525	0	0	0	0
"wright,chris"	mil	SF	8	126	21	35	0	1	6	15	10	20	5	7	5	5	17	0	48	0	0	0	0
"wright,dorell"	por	SF	68	981	111	296	69	202	52	69	29	191	64	23	39	16	62	0	343	0	0	0	13
"wroten,tony"	phi	PG	72	1765	345	808	40	188	209	326	69	228	217	78	204	16	151	1	939	2	0	0	16
"young,nick"	lal	SG	64	1818	387	889	135	350	235	285	29	166	95	47	95	12	156	2	1144	8	0	0	9
"young,thaddeus"	phi	SF	79	2717	582	1283	90	292	163	229	166	476	182	168	165	36	213	1	1417	3	0	0	78
"zeller,cody"	cha	PF	82	1412	172	404	0	1	146	200	118	353	92	40	87	41	170	0	490	0	0	0	3
"zeller,tyler"	cle	PF	70	1050	156	290	0	1	87	121	102	281	35	18	60	38	137	1	399	1	0	0	9
